id_empresa,anio_prev,anio_eval,y_true,y_pred,y_score,n_siniestros_prev,n_siniestros_eval,clase_riesgo,sector,regla,acierto
E00029,2023,2024,0,0,0.0,2.0,0.0,1,Financiero,top10_anio_previo,1
E00030,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E00031,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E00032,2023,2024,0,0,0.0,0.0,0.0,3,Comercio,top10_anio_previo,1
E00033,2023,2024,0,0,0.0,0.0,0.0,1,Educacion,top10_anio_previo,1
E00034,2023,2024,0,0,0.0,0.0,1.0,5,Construccion,top10_anio_previo,1
E00035,2023,2024,0,0,0.0,1.0,2.0,3,Transporte,top10_anio_previo,1
E00036,2023,2024,0,0,0.0,2.0,2.0,5,Mineria,top10_anio_previo,1
E00037,2023,2024,0,0,0.0,1.0,0.0,3,Comercio,top10_anio_previo,1
E00038,2023,2024,0,0,0.0,0.0,0.0,2,Inmobiliario,top10_anio_previo,1
E00039,2023,2024,0,0,0.0,2.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E00040,2023,2024,0,0,0.0,1.0,1.0,4,Construccion,top10_anio_previo,1
E00041,2023,2024,0,0,0.0,0.0,0.0,5,Manufactura,top10_anio_previo,1
E00042,2023,2024,0,0,0.0,0.0,0.0,4,Salud,top10_anio_previo,1
E00043,2023,2024,1,0,0.0,0.0,3.0,4,Manufactura,top10_anio_previo,0
E00044,2023,2024,0,0,0.0,0.0,0.0,2,Alojamiento y comida,top10_anio_previo,1
E00045,2023,2024,0,0,0.0,0.0,0.0,4,Agricultura,top10_anio_previo,1
E00046,2023,2024,0,0,0.0,0.0,2.0,1,Financiero,top10_anio_previo,1
E00047,2023,2024,0,0,0.0,1.0,1.0,1,TIC,top10_anio_previo,1
E00048,2023,2024,1,0,0.0,0.0,4.0,4,Manufactura,top10_anio_previo,0
E00049,2023,2024,1,1,1.0,4.0,5.0,4,Alojamiento y comida,top10_anio_previo,1
E00050,2023,2024,0,0,0.0,0.0,0.0,2,Comercio,top10_anio_previo,1
E00051,2023,2024,0,0,0.0,0.0,0.0,4,Transporte,top10_anio_previo,1
E00052,2023,2024,0,0,0.0,1.0,0.0,1,TIC,top10_anio_previo,1
E00053,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E00054,2023,2024,0,0,0.0,1.0,1.0,3,Agricultura,top10_anio_previo,1
E00055,2023,2024,0,1,1.0,5.0,0.0,5,Construccion,top10_anio_previo,0
E00056,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E00057,2023,2024,0,0,0.0,2.0,0.0,3,Transporte,top10_anio_previo,1
E00058,2023,2024,0,1,1.0,3.0,0.0,1,Financiero,top10_anio_previo,0
E00059,2023,2024,0,0,0.0,0.0,0.0,1,Educacion,top10_anio_previo,1
E00060,2023,2024,0,0,0.0,1.0,1.0,4,Salud,top10_anio_previo,1
E00061,2023,2024,0,0,0.0,0.0,0.0,1,Financiero,top10_anio_previo,1
E00062,2023,2024,0,0,0.0,1.0,0.0,3,Alojamiento y comida,top10_anio_previo,1
E00063,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E00064,2023,2024,0,0,0.0,1.0,1.0,5,Mineria,top10_anio_previo,1
E00065,2023,2024,0,0,0.0,0.0,0.0,2,TIC,top10_anio_previo,1
E00066,2023,2024,0,0,0.0,0.0,0.0,4,Transporte,top10_anio_previo,1
E00067,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E00068,2023,2024,1,1,1.0,4.0,9.0,3,Comercio,top10_anio_previo,1
E00069,2023,2024,0,0,0.0,0.0,1.0,2,Alojamiento y comida,top10_anio_previo,1
E00070,2023,2024,0,0,0.0,0.0,0.0,1,Financiero,top10_anio_previo,1
E00071,2023,2024,0,1,1.0,5.0,2.0,3,Comercio,top10_anio_previo,0
E00072,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E00073,2023,2024,0,0,0.0,1.0,0.0,3,Salud,top10_anio_previo,1
E00074,2023,2024,0,0,0.0,2.0,1.0,2,Inmobiliario,top10_anio_previo,1
E00075,2023,2024,0,0,0.0,1.0,0.0,5,Construccion,top10_anio_previo,1
E00076,2023,2024,1,1,1.0,4.0,5.0,5,Construccion,top10_anio_previo,1
E00077,2023,2024,0,0,0.0,0.0,0.0,4,Construccion,top10_anio_previo,1
E00078,2023,2024,0,0,0.0,0.0,1.0,3,Administracion publica,top10_anio_previo,1
E00079,2023,2024,0,0,0.0,1.0,2.0,3,Salud,top10_anio_previo,1
E00080,2023,2024,0,0,0.0,0.0,1.0,3,Salud,top10_anio_previo,1
E00081,2023,2024,0,0,0.0,1.0,0.0,4,Energia,top10_anio_previo,1
E00082,2023,2024,0,0,0.0,0.0,0.0,4,Transporte,top10_anio_previo,1
E00083,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E00084,2023,2024,0,0,0.0,1.0,1.0,1,TIC,top10_anio_previo,1
E00085,2023,2024,0,0,0.0,1.0,2.0,2,Comercio,top10_anio_previo,1
E00086,2023,2024,0,0,0.0,1.0,0.0,5,Mineria,top10_anio_previo,1
E00087,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E00088,2023,2024,1,1,1.0,3.0,7.0,4,Manufactura,top10_anio_previo,1
E00089,2023,2024,1,1,1.0,12.0,9.0,5,Construccion,top10_anio_previo,1
E00090,2023,2024,0,0,0.0,0.0,0.0,5,Transporte,top10_anio_previo,1
E00091,2023,2024,0,0,0.0,0.0,1.0,1,TIC,top10_anio_previo,1
E00092,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E00093,2023,2024,0,1,1.0,3.0,1.0,3,Salud,top10_anio_previo,0
E00094,2023,2024,0,0,0.0,0.0,0.0,5,Construccion,top10_anio_previo,1
E00095,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E00096,2023,2024,1,0,0.0,2.0,3.0,3,Salud,top10_anio_previo,0
E00097,2023,2024,1,1,1.0,5.0,5.0,4,Transporte,top10_anio_previo,1
E00098,2023,2024,0,0,0.0,0.0,0.0,2,Administracion publica,top10_anio_previo,1
E00099,2023,2024,0,0,0.0,1.0,0.0,2,Comercio,top10_anio_previo,1
E00100,2023,2024,0,0,0.0,0.0,0.0,4,Energia,top10_anio_previo,1
E00101,2023,2024,0,0,0.0,0.0,1.0,1,Financiero,top10_anio_previo,1
E00102,2023,2024,0,0,0.0,2.0,2.0,5,Manufactura,top10_anio_previo,1
E00103,2023,2024,0,0,0.0,0.0,2.0,4,Salud,top10_anio_previo,1
E00104,2023,2024,1,0,0.0,1.0,4.0,3,Salud,top10_anio_previo,0
E00105,2023,2024,0,1,1.0,3.0,0.0,5,Manufactura,top10_anio_previo,0
E00106,2023,2024,0,0,0.0,1.0,0.0,4,Agricultura,top10_anio_previo,1
E00107,2023,2024,0,0,0.0,2.0,1.0,2,Alojamiento y comida,top10_anio_previo,1
E00108,2023,2024,0,0,0.0,0.0,0.0,3,Energia,top10_anio_previo,1
E00109,2023,2024,0,0,0.0,1.0,0.0,5,Construccion,top10_anio_previo,1
E00110,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E00111,2023,2024,0,0,0.0,0.0,0.0,5,Energia,top10_anio_previo,1
E00112,2023,2024,1,0,0.0,2.0,4.0,5,Manufactura,top10_anio_previo,0
E00113,2023,2024,0,0,0.0,0.0,0.0,2,Comercio,top10_anio_previo,1
E00114,2023,2024,0,0,0.0,2.0,2.0,5,Agricultura,top10_anio_previo,1
E00115,2023,2024,0,0,0.0,1.0,0.0,3,Salud,top10_anio_previo,1
E00116,2023,2024,0,0,0.0,0.0,0.0,1,Financiero,top10_anio_previo,1
E00117,2023,2024,0,1,1.0,3.0,0.0,5,Construccion,top10_anio_previo,0
E00118,2023,2024,0,0,0.0,0.0,2.0,1,Servicios profesionales,top10_anio_previo,1
E00119,2023,2024,0,0,0.0,0.0,2.0,4,Manufactura,top10_anio_previo,1
E00120,2023,2024,0,0,0.0,0.0,0.0,3,Educacion,top10_anio_previo,1
E00121,2023,2024,0,0,0.0,1.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E00122,2023,2024,0,0,0.0,0.0,1.0,3,Comercio,top10_anio_previo,1
E00123,2023,2024,1,0,0.0,2.0,3.0,5,Energia,top10_anio_previo,0
E00124,2023,2024,0,0,0.0,0.0,1.0,1,Educacion,top10_anio_previo,1
E00125,2023,2024,0,0,0.0,0.0,1.0,1,Inmobiliario,top10_anio_previo,1
E00126,2023,2024,0,0,0.0,1.0,1.0,3,Transporte,top10_anio_previo,1
E00127,2023,2024,0,0,0.0,2.0,0.0,4,Comercio,top10_anio_previo,1
E00128,2023,2024,0,0,0.0,0.0,0.0,4,Transporte,top10_anio_previo,1
E00129,2023,2024,0,0,0.0,0.0,0.0,5,Construccion,top10_anio_previo,1
E00130,2023,2024,0,0,0.0,0.0,0.0,3,Alojamiento y comida,top10_anio_previo,1
E00131,2023,2024,0,0,0.0,0.0,0.0,2,TIC,top10_anio_previo,1
E00132,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E00133,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E00134,2023,2024,0,0,0.0,0.0,0.0,4,Salud,top10_anio_previo,1
E00135,2023,2024,0,0,0.0,0.0,1.0,1,TIC,top10_anio_previo,1
E00136,2023,2024,0,0,0.0,2.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E00137,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E00138,2023,2024,0,0,0.0,0.0,0.0,3,Comercio,top10_anio_previo,1
E00139,2023,2024,0,0,0.0,0.0,0.0,4,Comercio,top10_anio_previo,1
E00140,2023,2024,1,1,1.0,3.0,7.0,3,Alojamiento y comida,top10_anio_previo,1
E00141,2023,2024,0,0,0.0,1.0,0.0,2,Educacion,top10_anio_previo,1
E00142,2023,2024,0,0,0.0,1.0,1.0,2,Servicios profesionales,top10_anio_previo,1
E00143,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E00144,2023,2024,0,0,0.0,1.0,0.0,1,Administracion publica,top10_anio_previo,1
E00145,2023,2024,0,0,0.0,1.0,0.0,1,Financiero,top10_anio_previo,1
E00146,2023,2024,0,0,0.0,1.0,2.0,5,Agricultura,top10_anio_previo,1
E00147,2023,2024,0,0,0.0,1.0,2.0,4,Comercio,top10_anio_previo,1
E00148,2023,2024,0,0,0.0,1.0,0.0,3,Manufactura,top10_anio_previo,1
E00149,2023,2024,0,0,0.0,0.0,1.0,1,Servicios profesionales,top10_anio_previo,1
E00150,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E00151,2023,2024,0,0,0.0,0.0,0.0,3,Salud,top10_anio_previo,1
E00152,2023,2024,0,0,0.0,2.0,0.0,3,Administracion publica,top10_anio_previo,1
E00153,2023,2024,1,1,1.0,4.0,3.0,2,Administracion publica,top10_anio_previo,1
E00154,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E00155,2023,2024,0,0,0.0,0.0,0.0,1,Educacion,top10_anio_previo,1
E00156,2023,2024,0,0,0.0,1.0,1.0,3,Alojamiento y comida,top10_anio_previo,1
E00157,2023,2024,0,0,0.0,2.0,0.0,2,Comercio,top10_anio_previo,1
E00158,2023,2024,0,0,0.0,1.0,0.0,3,Alojamiento y comida,top10_anio_previo,1
E00159,2023,2024,1,1,1.0,61.0,67.0,5,Construccion,top10_anio_previo,1
E00160,2023,2024,0,0,0.0,0.0,1.0,2,Administracion publica,top10_anio_previo,1
E00161,2023,2024,0,0,0.0,1.0,2.0,1,Servicios profesionales,top10_anio_previo,1
E00162,2023,2024,0,0,0.0,0.0,0.0,2,TIC,top10_anio_previo,1
E00163,2023,2024,1,0,0.0,1.0,8.0,4,Construccion,top10_anio_previo,0
E00164,2023,2024,0,0,0.0,1.0,0.0,1,Inmobiliario,top10_anio_previo,1
E00165,2023,2024,0,1,1.0,3.0,1.0,3,Salud,top10_anio_previo,0
E00166,2023,2024,1,0,0.0,0.0,3.0,2,TIC,top10_anio_previo,0
E00167,2023,2024,0,0,0.0,1.0,1.0,4,Manufactura,top10_anio_previo,1
E00168,2023,2024,0,1,1.0,3.0,0.0,3,Comercio,top10_anio_previo,0
E00169,2023,2024,0,0,0.0,0.0,0.0,3,Transporte,top10_anio_previo,1
E00170,2023,2024,0,0,0.0,1.0,0.0,3,Comercio,top10_anio_previo,1
E00171,2023,2024,0,0,0.0,0.0,0.0,2,Educacion,top10_anio_previo,1
E00172,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E00173,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E00174,2023,2024,0,0,0.0,0.0,0.0,3,Salud,top10_anio_previo,1
E00175,2023,2024,0,0,0.0,0.0,2.0,3,Manufactura,top10_anio_previo,1
E00176,2023,2024,1,1,1.0,6.0,6.0,5,Construccion,top10_anio_previo,1
E00177,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E00178,2023,2024,1,1,1.0,3.0,5.0,3,Salud,top10_anio_previo,1
E00179,2023,2024,0,0,0.0,0.0,1.0,1,Financiero,top10_anio_previo,1
E00180,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E00181,2023,2024,0,0,0.0,0.0,1.0,3,Comercio,top10_anio_previo,1
E00182,2023,2024,0,0,0.0,0.0,1.0,3,Agricultura,top10_anio_previo,1
E00183,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E00184,2023,2024,0,0,0.0,0.0,1.0,3,Comercio,top10_anio_previo,1
E00185,2023,2024,0,1,1.0,4.0,1.0,4,Energia,top10_anio_previo,0
E00186,2023,2024,0,0,0.0,0.0,1.0,5,Mineria,top10_anio_previo,1
E00187,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E00188,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E00189,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E00190,2023,2024,0,0,0.0,0.0,0.0,3,Agricultura,top10_anio_previo,1
E00191,2023,2024,0,0,0.0,0.0,1.0,2,Servicios profesionales,top10_anio_previo,1
E00192,2023,2024,0,0,0.0,0.0,1.0,4,Comercio,top10_anio_previo,1
E00193,2023,2024,0,0,0.0,1.0,0.0,3,Manufactura,top10_anio_previo,1
E00194,2023,2024,0,1,1.0,3.0,2.0,5,Energia,top10_anio_previo,0
E00195,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E00196,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E00197,2023,2024,0,0,0.0,0.0,1.0,1,Inmobiliario,top10_anio_previo,1
E00198,2023,2024,0,0,0.0,0.0,0.0,4,Construccion,top10_anio_previo,1
E00199,2023,2024,0,0,0.0,1.0,2.0,2,Comercio,top10_anio_previo,1
E00200,2023,2024,0,0,0.0,2.0,1.0,5,Construccion,top10_anio_previo,1
E00201,2023,2024,0,1,1.0,3.0,0.0,5,Transporte,top10_anio_previo,0
E00202,2023,2024,0,0,0.0,2.0,0.0,5,Manufactura,top10_anio_previo,1
E00203,2023,2024,0,0,0.0,2.0,1.0,3,Alojamiento y comida,top10_anio_previo,1
E00204,2023,2024,0,0,0.0,1.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E00205,2023,2024,1,1,1.0,8.0,12.0,4,Agricultura,top10_anio_previo,1
E00206,2023,2024,0,0,0.0,1.0,0.0,4,Construccion,top10_anio_previo,1
E00207,2023,2024,0,0,0.0,0.0,0.0,4,Transporte,top10_anio_previo,1
E00208,2023,2024,0,0,0.0,0.0,0.0,3,Comercio,top10_anio_previo,1
E00209,2023,2024,1,0,0.0,1.0,7.0,1,Inmobiliario,top10_anio_previo,0
E00210,2023,2024,0,0,0.0,0.0,1.0,3,Manufactura,top10_anio_previo,1
E00211,2023,2024,0,0,0.0,1.0,1.0,4,Alojamiento y comida,top10_anio_previo,1
E00212,2023,2024,0,0,0.0,0.0,0.0,2,Servicios profesionales,top10_anio_previo,1
E00213,2023,2024,0,0,0.0,2.0,0.0,4,Manufactura,top10_anio_previo,1
E00214,2023,2024,0,0,0.0,2.0,2.0,3,Comercio,top10_anio_previo,1
E00215,2023,2024,0,0,0.0,0.0,0.0,2,Educacion,top10_anio_previo,1
E00216,2023,2024,0,0,0.0,1.0,1.0,4,Construccion,top10_anio_previo,1
E00217,2023,2024,0,0,0.0,0.0,0.0,3,Comercio,top10_anio_previo,1
E00218,2023,2024,0,0,0.0,0.0,0.0,1,Educacion,top10_anio_previo,1
E00219,2023,2024,0,1,1.0,5.0,1.0,3,Alojamiento y comida,top10_anio_previo,0
E00220,2023,2024,0,0,0.0,0.0,0.0,5,Construccion,top10_anio_previo,1
E00221,2023,2024,0,0,0.0,1.0,0.0,3,Comercio,top10_anio_previo,1
E00222,2023,2024,0,0,0.0,2.0,0.0,4,Energia,top10_anio_previo,1
E00223,2023,2024,0,0,0.0,1.0,2.0,3,Agricultura,top10_anio_previo,1
E00224,2023,2024,0,0,0.0,0.0,0.0,5,Mineria,top10_anio_previo,1
E00225,2023,2024,0,0,0.0,1.0,1.0,3,Comercio,top10_anio_previo,1
E00226,2023,2024,0,0,0.0,1.0,0.0,3,Comercio,top10_anio_previo,1
E00227,2023,2024,0,1,1.0,3.0,1.0,3,Comercio,top10_anio_previo,0
E00228,2023,2024,0,1,1.0,4.0,2.0,5,Construccion,top10_anio_previo,0
E00229,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E00230,2023,2024,0,0,0.0,1.0,0.0,5,Manufactura,top10_anio_previo,1
E00231,2023,2024,0,0,0.0,0.0,0.0,2,Inmobiliario,top10_anio_previo,1
E00232,2023,2024,1,0,0.0,2.0,4.0,4,Construccion,top10_anio_previo,0
E00233,2023,2024,0,0,0.0,0.0,1.0,1,Servicios profesionales,top10_anio_previo,1
E00234,2023,2024,0,0,0.0,1.0,1.0,2,Administracion publica,top10_anio_previo,1
E00235,2023,2024,0,0,0.0,0.0,1.0,4,Energia,top10_anio_previo,1
E00236,2023,2024,0,0,0.0,0.0,1.0,2,Inmobiliario,top10_anio_previo,1
E00237,2023,2024,0,0,0.0,2.0,1.0,4,Manufactura,top10_anio_previo,1
E00238,2023,2024,0,0,0.0,0.0,1.0,1,Servicios profesionales,top10_anio_previo,1
E00239,2023,2024,0,0,0.0,0.0,2.0,4,Construccion,top10_anio_previo,1
E00240,2023,2024,1,1,1.0,6.0,5.0,5,Construccion,top10_anio_previo,1
E00241,2023,2024,0,0,0.0,0.0,0.0,2,Salud,top10_anio_previo,1
E00242,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E00243,2023,2024,0,0,0.0,0.0,1.0,1,Financiero,top10_anio_previo,1
E00244,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E00245,2023,2024,0,0,0.0,0.0,2.0,3,Alojamiento y comida,top10_anio_previo,1
E00246,2023,2024,1,1,1.0,5.0,5.0,5,Agricultura,top10_anio_previo,1
E00247,2023,2024,0,0,0.0,0.0,0.0,1,Financiero,top10_anio_previo,1
E00248,2023,2024,0,0,0.0,1.0,1.0,1,Servicios profesionales,top10_anio_previo,1
E00249,2023,2024,0,0,0.0,0.0,0.0,2,Comercio,top10_anio_previo,1
E00250,2023,2024,0,0,0.0,1.0,1.0,4,Alojamiento y comida,top10_anio_previo,1
E00251,2023,2024,0,0,0.0,0.0,1.0,4,Salud,top10_anio_previo,1
E00252,2023,2024,1,0,0.0,1.0,6.0,5,Manufactura,top10_anio_previo,0
E00253,2023,2024,0,1,1.0,3.0,1.0,4,Agricultura,top10_anio_previo,0
E00254,2023,2024,0,1,1.0,3.0,0.0,3,Comercio,top10_anio_previo,0
E00255,2023,2024,0,0,0.0,0.0,1.0,1,TIC,top10_anio_previo,1
E00256,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E00257,2023,2024,0,0,0.0,0.0,0.0,1,Administracion publica,top10_anio_previo,1
E00258,2023,2024,1,0,0.0,0.0,3.0,4,Comercio,top10_anio_previo,0
E00259,2023,2024,0,0,0.0,1.0,0.0,4,Transporte,top10_anio_previo,1
E00260,2023,2024,1,1,1.0,9.0,8.0,5,Mineria,top10_anio_previo,1
E00261,2023,2024,1,1,1.0,7.0,4.0,5,Construccion,top10_anio_previo,1
E00262,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E00263,2023,2024,0,0,0.0,0.0,0.0,5,Manufactura,top10_anio_previo,1
E00264,2023,2024,0,0,0.0,1.0,0.0,1,Inmobiliario,top10_anio_previo,1
E00265,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E00266,2023,2024,0,0,0.0,0.0,0.0,4,Salud,top10_anio_previo,1
E00267,2023,2024,0,0,0.0,1.0,0.0,1,Administracion publica,top10_anio_previo,1
E00268,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E00269,2023,2024,0,0,0.0,0.0,1.0,2,Inmobiliario,top10_anio_previo,1
E00270,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E00271,2023,2024,0,0,0.0,1.0,0.0,2,Inmobiliario,top10_anio_previo,1
E00272,2023,2024,0,0,0.0,1.0,0.0,2,TIC,top10_anio_previo,1
E00273,2023,2024,1,1,1.0,3.0,3.0,5,Construccion,top10_anio_previo,1
E00274,2023,2024,0,0,0.0,0.0,0.0,2,Servicios profesionales,top10_anio_previo,1
E00275,2023,2024,0,0,0.0,1.0,0.0,4,Manufactura,top10_anio_previo,1
E00276,2023,2024,1,1,1.0,5.0,4.0,4,Manufactura,top10_anio_previo,1
E00277,2023,2024,1,0,0.0,2.0,6.0,4,Energia,top10_anio_previo,0
E00278,2023,2024,0,0,0.0,1.0,0.0,4,Manufactura,top10_anio_previo,1
E00279,2023,2024,0,0,0.0,1.0,0.0,2,Comercio,top10_anio_previo,1
E00280,2023,2024,0,0,0.0,1.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E00281,2023,2024,0,0,0.0,0.0,1.0,1,Inmobiliario,top10_anio_previo,1
E00282,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E00283,2023,2024,0,0,0.0,0.0,0.0,2,Financiero,top10_anio_previo,1
E00284,2023,2024,1,0,0.0,2.0,3.0,3,Comercio,top10_anio_previo,0
E00285,2023,2024,0,1,1.0,4.0,1.0,3,Comercio,top10_anio_previo,0
E00286,2023,2024,0,0,0.0,1.0,0.0,1,Inmobiliario,top10_anio_previo,1
E00287,2023,2024,0,0,0.0,1.0,0.0,2,Inmobiliario,top10_anio_previo,1
E00288,2023,2024,0,0,0.0,0.0,0.0,3,Salud,top10_anio_previo,1
E00289,2023,2024,0,0,0.0,1.0,2.0,3,Comercio,top10_anio_previo,1
E00290,2023,2024,0,0,0.0,0.0,0.0,2,Educacion,top10_anio_previo,1
E00291,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E00292,2023,2024,1,1,1.0,4.0,5.0,3,Salud,top10_anio_previo,1
E00293,2023,2024,1,0,0.0,2.0,3.0,3,Agricultura,top10_anio_previo,0
E00294,2023,2024,0,0,0.0,0.0,0.0,5,Transporte,top10_anio_previo,1
E00295,2023,2024,0,0,0.0,1.0,0.0,2,Comercio,top10_anio_previo,1
E00296,2023,2024,0,0,0.0,0.0,1.0,3,Administracion publica,top10_anio_previo,1
E00297,2023,2024,0,0,0.0,1.0,0.0,1,Financiero,top10_anio_previo,1
E00298,2023,2024,0,0,0.0,2.0,0.0,1,Financiero,top10_anio_previo,1
E00299,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E00300,2023,2024,0,0,0.0,0.0,2.0,1,Educacion,top10_anio_previo,1
E00301,2023,2024,0,0,0.0,1.0,0.0,2,Servicios profesionales,top10_anio_previo,1
E00302,2023,2024,0,0,0.0,1.0,0.0,1,TIC,top10_anio_previo,1
E00303,2023,2024,1,0,0.0,0.0,4.0,4,Manufactura,top10_anio_previo,0
E00304,2023,2024,0,0,0.0,2.0,0.0,5,Construccion,top10_anio_previo,1
E00305,2023,2024,0,1,1.0,3.0,1.0,2,Comercio,top10_anio_previo,0
E00306,2023,2024,0,0,0.0,0.0,1.0,1,TIC,top10_anio_previo,1
E00307,2023,2024,0,1,1.0,5.0,2.0,3,Agricultura,top10_anio_previo,0
